experiment_id,topology,fault_type,fault_target,window_type,threshold,window_size,wait_duration,minimum_number_of_calls,permitted_calls_half_open,replicate,mode,environment,run_timestamp,git_commit,duration_s,baseline_tps,baseline_error_rate,fault_tps,fault_error_rate,throughput_loss,blast_radius,real_blast_radius,leg_failure_rates,time_to_open,time_to_recover,cb_opened,cb_recovered,lambda_target,lambda_achieved,lambda_cv,lambda_deviation_flag,effective_horizon,occupancy_ratio,inert,injected_toxicity,precondition_ok,excluded_reason
LIN-LAT-CNT-T30-W20-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,30,20,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,19.78,0.0,4.47,0.8395,0.7741,0.25,0.0,"{""order-service"":0.3633,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",6.158,17.444,True,True,20.0,20.17,0.0569,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T30-W20-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,30,20,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,18.66,0.0,4.91,0.7962,0.737,0.25,0.0,"{""order-service"":0.434,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",5.982,17.08,True,True,20.0,19.825,0.0638,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T30-W20-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,30,20,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,20.14,0.0,5.55,0.7834,0.7244,0.25,0.0,"{""order-service"":0.409,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",6.653,15.903,True,True,20.0,19.704,0.0858,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T30-W20-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,30,20,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.66,0.0,5.7,0.8095,0.7241,0.25,0.0,"{""order-service"":0.3991,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",6.397,26.405,True,True,20.0,20.318,0.0621,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T30-W20-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,30,20,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,19.44,0.0,4.69,0.811,0.7587,0.25,0.0,"{""order-service"":0.381,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",6.145,26.666,True,True,20.0,19.808,0.0886,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T30-W20-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,30,20,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.55,0.0,3.92,0.8698,0.8094,0.25,0.0,"{""order-service"":0.3927,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",6.329,28.395,True,True,20.0,19.725,0.072,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T30-W20-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,30,20,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,21.48,0.0,5.87,0.8067,0.7269,0.25,0.0,"{""order-service"":0.3813,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",6.529,54.039,True,True,20.0,20.208,0.0621,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T30-W20-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,30,20,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,18.9,0.0,4.57,0.788,0.758,0.25,0.0,"{""order-service"":0.3992,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",6.356,48.62,True,True,20.0,20.22,0.073,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T30-W20-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,30,20,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.8,0.0,5.04,0.798,0.7579,0.25,0.0,"{""order-service"":0.3992,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",6.039,52.306,True,True,20.0,20.096,0.031,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T50-W5-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,5,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,21.49,0.0,5.26,0.8159,0.7553,0.25,0.0,"{""order-service"":0.3031,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",3.338,16.436,True,True,20.0,20.069,0.0894,False,5.0,1.0,False,1.0,True,
LIN-LAT-CNT-T50-W5-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,5,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,20.84,0.0,6.04,0.8231,0.7102,0.25,0.0,"{""order-service"":0.2932,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",3.438,16.873,True,True,20.0,20.112,0.0408,False,5.0,1.0,False,1.0,True,
LIN-LAT-CNT-T50-W5-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,5,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,20.85,0.0,4.01,0.8743,0.8079,0.25,0.0,"{""order-service"":0.2838,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",3.422,18.424,True,True,20.0,20.434,0.0266,False,5.0,1.0,False,1.0,True,
LIN-LAT-CNT-T50-W5-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,5,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.47,0.0,5.07,0.837,0.7522,0.25,0.0,"{""order-service"":0.3247,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",3.493,27.907,True,True,20.0,20.59,0.0647,False,5.0,1.0,False,1.0,True,
LIN-LAT-CNT-T50-W5-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,5,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,19.71,0.0,4.88,0.8518,0.7526,0.25,0.0,"{""order-service"":0.2869,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",3.499,31.465,True,True,20.0,20.23,0.0257,False,5.0,1.0,False,1.0,True,
LIN-LAT-CNT-T50-W5-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,5,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.62,0.0,7.07,0.7611,0.6574,0.25,0.0,"{""order-service"":0.2749,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",3.54,27.363,True,True,20.0,20.493,0.0272,False,5.0,1.0,False,1.0,True,
LIN-LAT-CNT-T50-W5-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,5,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.44,0.0,4.5,0.8248,0.7799,0.25,0.0,"{""order-service"":0.2916,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",3.337,45.055,True,True,20.0,20.13,0.0257,False,5.0,1.0,False,1.0,True,
LIN-LAT-CNT-T50-W5-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,5,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,19.94,0.0,4.56,0.8559,0.7712,0.25,0.0,"{""order-service"":0.3009,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",3.433,43.505,True,True,20.0,19.587,0.0235,False,5.0,1.0,False,1.0,True,
LIN-LAT-CNT-T50-W5-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,5,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.42,0.0,4.74,0.8742,0.7677,0.25,0.0,"{""order-service"":0.2794,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",3.519,49.691,True,True,20.0,19.994,0.0432,False,5.0,1.0,False,1.0,True,
LIN-LAT-CNT-T50-W10-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,10,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,19.55,0.0,3.66,0.8537,0.813,0.25,0.0,"{""order-service"":0.3705,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.566,15.914,True,True,20.0,19.758,0.031,False,10.0,2.0,False,1.0,True,
LIN-LAT-CNT-T50-W10-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,10,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,20.32,0.0,5.94,0.7995,0.7074,0.25,0.0,"{""order-service"":0.3547,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.606,17.82,True,True,20.0,19.974,0.0467,False,10.0,2.0,False,1.0,True,
LIN-LAT-CNT-T50-W10-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,10,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,19.86,0.0,4.53,0.8432,0.7717,0.25,0.0,"{""order-service"":0.3832,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.651,17.23,True,True,20.0,20.177,0.0669,False,10.0,2.0,False,1.0,True,
LIN-LAT-CNT-T50-W10-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,10,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,19.76,0.0,5.31,0.844,0.7311,0.25,0.0,"{""order-service"":0.3581,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.282,28.554,True,True,20.0,20.101,0.0411,False,10.0,2.0,False,1.0,True,
LIN-LAT-CNT-T50-W10-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,10,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.65,0.0,4.2,0.8747,0.7967,0.25,0.0,"{""order-service"":0.3844,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.444,30.224,True,True,20.0,19.398,0.0323,False,10.0,2.0,False,1.0,True,
LIN-LAT-CNT-T50-W10-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,10,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,19.92,0.0,5.75,0.8365,0.7113,0.25,0.0,"{""order-service"":0.3523,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.537,26.828,True,True,20.0,19.813,0.0714,False,10.0,2.0,False,1.0,True,
LIN-LAT-CNT-T50-W10-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,10,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.29,0.0,4.17,0.8445,0.7943,0.25,0.0,"{""order-service"":0.3724,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.33,43.437,True,True,20.0,19.968,0.0271,False,10.0,2.0,False,1.0,True,
LIN-LAT-CNT-T50-W10-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,10,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,21.38,0.0,5.43,0.8714,0.7461,0.25,0.0,"{""order-service"":0.3492,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.779,50.808,True,True,20.0,19.857,0.0484,False,10.0,2.0,False,1.0,True,
LIN-LAT-CNT-T50-W10-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,10,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.62,0.0,5.29,0.8402,0.7434,0.25,0.0,"{""order-service"":0.3726,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.634,54.452,True,True,20.0,19.873,0.0255,False,10.0,2.0,False,1.0,True,
LIN-LAT-CNT-T50-W20-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,20,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,20.68,0.0,4.88,0.8282,0.7638,0.25,0.0,"{""order-service"":0.4114,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",8.113,16.603,True,True,20.0,19.57,0.0581,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T50-W20-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,20,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,20.47,0.0,3.29,0.8858,0.8395,0.25,0.0,"{""order-service"":0.3962,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",7.523,15.64,True,True,20.0,20.287,0.077,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T50-W20-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,20,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,19.85,0.0,5.75,0.815,0.7103,0.25,0.0,"{""order-service"":0.4496,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",7.663,13.543,True,True,20.0,19.847,0.0823,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T50-W20-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,20,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.61,0.0,3.91,0.8368,0.8104,0.25,0.0,"{""order-service"":0.4075,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",8.3,25.578,True,True,20.0,19.814,0.0852,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T50-W20-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,20,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,21.28,0.0,6.17,0.7773,0.7102,0.25,0.0,"{""order-service"":0.4286,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",8.407,28.007,True,True,20.0,19.422,0.0637,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T50-W20-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,20,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.11,0.0,5.42,0.7914,0.7307,0.25,0.0,"{""order-service"":0.3929,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",7.865,28.786,True,True,20.0,20.334,0.0869,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T50-W20-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,20,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.76,0.0,5.94,0.7962,0.7138,0.25,0.0,"{""order-service"":0.401,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",8.104,46.929,True,True,20.0,19.494,0.0655,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T50-W20-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,20,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.56,0.0,6.15,0.7991,0.7007,0.25,0.0,"{""order-service"":0.4266,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",8.299,52.707,True,True,20.0,20.478,0.0363,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T50-W20-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,50,20,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.59,0.0,5.49,0.8279,0.7335,0.25,0.0,"{""order-service"":0.3972,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",8.091,48.225,True,True,20.0,19.843,0.0433,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T70-W5-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,5,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,22.22,0.0,4.11,0.922,0.8151,0.25,0.0,"{""order-service"":0.2792,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.238,18.186,True,True,20.0,20.003,0.0206,False,5.0,1.0,False,1.0,True,
LIN-LAT-CNT-T70-W5-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,5,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,21.45,0.0,5.89,0.8439,0.7254,0.25,0.0,"{""order-service"":0.2893,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.5,17.559,True,True,20.0,20.253,0.0744,False,5.0,1.0,False,1.0,True,
LIN-LAT-CNT-T70-W5-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,5,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,20.14,0.0,5.09,0.7772,0.7474,0.25,0.0,"{""order-service"":0.2846,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.558,20.192,True,True,20.0,19.549,0.025,False,5.0,1.0,False,1.0,True,
LIN-LAT-CNT-T70-W5-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,5,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.34,0.0,6.47,0.7634,0.6818,0.25,0.0,"{""order-service"":0.3004,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.643,30.451,True,True,20.0,19.939,0.0727,False,5.0,1.0,False,1.0,True,
