experiment_id,topology,fault_type,fault_target,window_type,threshold,window_size,wait_duration,minimum_number_of_calls,permitted_calls_half_open,replicate,mode,environment,run_timestamp,git_commit,duration_s,baseline_tps,baseline_error_rate,fault_tps,fault_error_rate,throughput_loss,blast_radius,real_blast_radius,leg_failure_rates,time_to_open,time_to_recover,cb_opened,cb_recovered,lambda_target,lambda_achieved,lambda_cv,lambda_deviation_flag,effective_horizon,occupancy_ratio,inert,injected_toxicity,precondition_ok,excluded_reason
FAN-LAT-CNT-T50-W10-D5,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,50,10,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,20.3,0.0,6.28,0.7925,0.6907,0.75,0.25,"{""order-service"":0.4641,""inventory-service"":0.7378,""payment-service"":0.4772,""notification-service"":0.1223}",4.624,18.716,True,True,20.0,20.276,0.0592,False,10.0,2.0,False,1.0,True,
FAN-LAT-CNT-T50-W10-D15,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,50,10,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,22.22,0.0,4.11,0.922,0.8151,0.75,0.5,"{""order-service"":0.4643,""inventory-service"":0.6422,""payment-service"":0.5516,""notification-service"":0.0348}",4.652,29.968,True,True,20.0,20.003,0.0206,False,10.0,2.0,False,1.0,True,
FAN-LAT-CNT-T50-W10-D15,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,50,10,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.29,0.0,4.08,0.8641,0.7989,0.5,0.25,"{""order-service"":0.3668,""inventory-service"":0.7015,""payment-service"":0.4497,""notification-service"":0.0689}",4.694,28.988,True,True,20.0,19.873,0.0328,False,10.0,2.0,False,1.0,True,
FAN-LAT-CNT-T50-W10-D15,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,50,10,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,21.87,0.0,4.96,0.8246,0.7733,0.5,0.5,"{""order-service"":0.5289,""inventory-service"":0.62,""payment-service"":0.2432,""notification-service"":0.1646}",4.513,31.402,True,True,20.0,20.406,0.0769,False,10.0,2.0,False,1.0,True,
FAN-LAT-CNT-T50-W10-D30,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,50,10,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,21.01,0.0,4.84,0.8925,0.7694,0.75,0.5,"{""order-service"":0.6149,""inventory-service"":0.6406,""payment-service"":0.4313,""notification-service"":0.1321}",4.627,45.179,True,True,20.0,20.111,0.0434,False,10.0,2.0,False,1.0,True,
FAN-LAT-CNT-T50-W10-D30,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,50,10,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,21.47,0.0,5.42,0.8349,0.7477,0.5,0.5,"{""order-service"":0.5197,""inventory-service"":0.6697,""payment-service"":0.311,""notification-service"":0.0936}",4.451,43.798,True,True,20.0,19.515,0.0587,False,10.0,2.0,False,1.0,True,
FAN-LAT-CNT-T50-W10-D30,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,50,10,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,19.58,0.0,4.77,0.7963,0.7561,0.5,0.25,"{""order-service"":0.4564,""inventory-service"":0.6582,""payment-service"":0.381,""notification-service"":0.1181}",4.71,53.937,True,True,20.0,19.759,0.0891,False,10.0,2.0,False,1.0,True,
FAN-LAT-CNT-T50-W20-D5,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,50,20,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,21.23,0.0,6.03,0.8005,0.7159,0.25,0.25,"{""order-service"":0.3317,""inventory-service"":0.7341,""payment-service"":0.3471,""notification-service"":0.1562}",7.859,18.163,True,True,20.0,19.135,0.0384,False,20.0,4.0,False,1.0,True,
FAN-LAT-CNT-T50-W20-D5,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,50,20,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,21.05,0.0,5.23,0.8181,0.7516,0.5,0.5,"{""order-service"":0.254,""inventory-service"":0.6346,""payment-service"":0.5413,""notification-service"":0.1275}",7.929,19.249,True,True,20.0,19.746,0.0611,False,20.0,4.0,False,1.0,True,
FAN-LAT-CNT-T50-W20-D5,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,50,20,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,19.58,0.0,4.56,0.8271,0.7672,0.5,0.5,"{""order-service"":0.5021,""inventory-service"":0.6955,""payment-service"":0.3288,""notification-service"":0.1319}",7.88,18.194,True,True,20.0,19.874,0.021,False,20.0,4.0,False,1.0,True,
FAN-LAT-CNT-T50-W20-D15,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,50,20,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.58,0.0,3.77,0.8734,0.817,0.5,0.25,"{""order-service"":0.4357,""inventory-service"":0.6932,""payment-service"":0.1486,""notification-service"":0.1892}",7.923,29.061,True,True,20.0,20.489,0.0492,False,20.0,4.0,False,1.0,True,
FAN-LAT-CNT-T50-W20-D15,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,50,20,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,19.9,0.0,3.62,0.8623,0.818,0.25,0.25,"{""order-service"":0.3449,""inventory-service"":0.7078,""payment-service"":0.3713,""notification-service"":0.0383}",7.759,23.299,True,True,20.0,19.664,0.0351,False,20.0,4.0,False,1.0,True,
FAN-LAT-CNT-T50-W20-D15,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,50,20,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,21.92,0.0,5.97,0.8545,0.7274,0.25,0.25,"{""order-service"":0.2772,""inventory-service"":0.6677,""payment-service"":0.2193,""notification-service"":0.1302}",7.818,28.311,True,True,20.0,20.105,0.0802,False,20.0,4.0,False,1.0,True,
FAN-LAT-CNT-T50-W20-D30,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,50,20,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,21.54,0.0,4.97,0.8238,0.7694,0.5,0.5,"{""order-service"":0.5892,""inventory-service"":0.6602,""payment-service"":0.3128,""notification-service"":0.1562}",7.963,49.633,True,True,20.0,19.61,0.0532,False,20.0,4.0,False,1.0,True,
FAN-LAT-CNT-T50-W20-D30,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,50,20,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.18,0.0,5.26,0.8079,0.7394,0.5,0.25,"{""order-service"":0.4234,""inventory-service"":0.6719,""payment-service"":0.2232,""notification-service"":0.1257}",7.967,48.351,True,True,20.0,19.514,0.0333,False,20.0,4.0,False,1.0,True,
FAN-LAT-CNT-T50-W20-D30,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,50,20,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.25,0.0,5.75,0.8297,0.7163,0.25,0.25,"{""order-service"":0.4127,""inventory-service"":0.6338,""payment-service"":0.3643,""notification-service"":0.1117}",8.175,47.756,True,True,20.0,20.108,0.064,False,20.0,4.0,False,1.0,True,
FAN-LAT-CNT-T70-W5-D5,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,5,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,20.16,0.0,5.62,0.8136,0.7211,0.25,0.25,"{""order-service"":0.3991,""inventory-service"":0.6817,""payment-service"":0.4173,""notification-service"":0.1198}",4.404,17.727,True,True,20.0,20.333,0.0652,False,5.0,1.0,False,1.0,True,
FAN-LAT-CNT-T70-W5-D5,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,5,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,20.74,0.0,6.82,0.789,0.6713,0.25,0.25,"{""order-service"":0.2989,""inventory-service"":0.7212,""payment-service"":0.3176,""notification-service"":0.0931}",4.411,16.661,True,True,20.0,19.995,0.0709,False,5.0,1.0,False,1.0,True,
FAN-LAT-CNT-T70-W5-D5,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,5,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,21.49,0.0,4.84,0.862,0.7747,0.5,0.25,"{""order-service"":0.3588,""inventory-service"":0.7086,""payment-service"":0.4689,""notification-service"":0.0668}",4.323,16.529,True,True,20.0,19.553,0.0419,False,5.0,1.0,False,1.0,True,
